is_luxury,price,square_footage,num_bathrooms,num_bedrooms,backyard_space,crime_rate,school_rating,age_of_home,distance_to_city_center,employment_rate,property_tax_rate,renovation_quality,local_amenities,transport_access,fireplace,house_color,garage,floors,windows,previous_sale_price
No,162605.8875,690.37,1,1,685.37,8.53,4.94,117.74,22.2,96.37,1.22,3.07,5.64,3.69,No,White,No,2,32,91242.42816
No,96794.62338,1203.41,1.268121409,2,719.25,38.5,7.07,76.66,36.93,95.07,1.8,3.32,7.39,6.35,Yes,Yellow,No,2,18,10402.19298
No,232974.9339,1615.82,1,2,513.8,9.94,5.55,55.17,10.58,93.8,2.11,3.01,3.34,0.67,No,Blue,No,1,18,157311.2208
No,166175.7552,550,3.827662068,2,566.81,17.82,4.89,54.37,6.93,84.49,1.23,4.43,2.21,5.83,No,Blue,No,2,23,170146.937
No,97058.08872,805.65,2.055810249,1,539.13,48.83,3.45,21.07,18.09,88.33,1.38,4.79,2.91,3.27,No,Yellow,No,2,28,12089.47772
No,272679.2009,1672.39,1,2,92,20.61,5.58,15.96,3.83,89.6,1.25,5.15,10,8.15,No,Blue,No,1,13,241890.0597
No,161625.0268,1235.84,1.842031534,2,772.48,1.79,5.65,93.07,4.31,85.55,1.26,3.35,0.93,7.36,No,Green,Yes,2,49,242515.5896
No,264441.7319,1336.19,1.10374757,4,305.2,53.4,7.71,72.88,32.06,94.68,1.07,3.45,2.02,3.73,No,White,Yes,1,16,263213.226
No,125356.8514,550,2.766211811,2,713.06,65.56,3.6,51.39,10.6,97.76,1.88,4.22,6.66,10,No,Green,Yes,1,14,23432.68525
No,209318.0774,1291.88,1,2,898.43,25.63,2.98,4.18,22.9,89.63,1.62,3.49,3.49,4.46,No,Red,No,2,30,132729.8008
No,236275.3324,632.37,2.315761564,3,804.15,38.96,6.82,19.22,22.32,99.9,1,3.03,3.23,4.84,No,Green,No,1,18,249761.8952
No,249197.4365,1230.22,2.213007181,4,91.7,4.6,7.14,48.75,18.29,95.95,1.8,6.76,7.15,4.11,Yes,Green,No,1,4,282142.1362
No,162349.4198,1572.71,1,1,323.24,61.86,3.34,85.1,1.45,94.68,1.17,3.23,3.31,4.37,No,White,No,1,22,64312.6194
No,137469.2588,602.62,1.846221545,3,660.76,33.84,6.38,142.63,24.74,96.55,1.64,7.35,1.77,4.96,No,Red,No,1,18,94634.57747
No,99201.47008,550,2.207154082,2,698.47,41.82,4.43,60.11,51.01,91.44,1.8,3.98,9.89,6.74,No,Green,Yes,1,7,12451.63372
No,200174.3644,696.7,1,1,628.28,82.93,4.41,78.26,26.03,96.45,2.19,4.17,6.77,9.1,Yes,Blue,No,1,14,105769.3945
No,130151.0263,652.13,2.108468172,2,428.53,34.3,7.96,89.84,20.91,95.29,1.35,6.4,5.18,6.83,No,Yellow,No,1,3,68910.55476
No,191607.2181,550,1.364638817,3,678.54,11.66,6.18,74.67,21.57,95.06,0.87,1.06,2.21,3.64,No,Yellow,No,1,18,112741.7401
No,191530.8126,550,3.555690204,3,193.33,23.38,8.3,107.01,12.61,99.9,1.33,5.61,4.46,4.32,No,Green,Yes,1,17,103625.2398
No,112350.1734,1291.47,1.139580408,2,428.66,31.55,5.69,119.97,33.04,81.08,1.17,3.51,2.36,3.74,Yes,Green,Yes,1,9,27149.45537
No,112889.549,813.44,1,2,83.54,57.88,0.74,46.58,2.1,89.92,0.85,2.67,7.85,8.66,Yes,Yellow,No,1,17,45209.23347
No,266839.6782,1179.48,2.697331566,3,452.14,14.4,6.98,39.99,10.63,96.69,2.13,6.08,6.41,5.11,Yes,Red,No,1,18,301617.6541
No,110414.4485,550,1.082267059,3,192.6,34.62,5.87,86.63,48.12,99.29,1.89,2.65,5.55,5.46,No,Blue,Yes,1,6,46990.28354
No,201340.6777,790.7,3.788925989,2,498.91,38.64,4.06,86.05,41.41,93.65,0.93,4.82,1.61,2.62,No,Blue,Yes,1,19,189668.507
No,185140.7666,550,1.969038671,3,354.63,36.38,10,50.07,20.66,94.29,1.21,4.86,2.6,5.21,No,Yellow,Yes,1,12,108712.7367
No,111848.1471,594.91,1.306961482,3,645.44,38.01,2.21,14.38,45.92,88.14,0.94,2.2,5.52,2.09,No,Red,No,1,27,28701.33948
No,216648.2848,632.61,3.226955703,2,408.07,29.34,7.98,85.38,35.24,95.69,1.28,6.63,6.31,6.16,Yes,Yellow,No,1,5,351889.3731
No,134947.6784,571.32,1,1,46.44,6.49,5.28,40.84,14.63,88.62,1.5,1.01,0.68,4.06,No,Red,No,1,11,49422.98281
No,176889.2232,550,1.98910273,3,214.69,26.01,6.87,58.66,23.64,95.57,1.27,1.41,5.84,7.76,No,Blue,No,1,14,118013.7576
No,166316.357,550,1.457079367,4,213.87,20.44,5.62,25.98,3.98,98.67,1.47,3.81,10,4.96,No,White,No,1,23,76275.3186
No,189580.6762,711.33,2.350634003,2,571.29,66.96,5,5.4,0.52,88.44,0.95,4.54,6.37,6,Yes,Red,Yes,1,15,123542.7929
No,227469.3042,1301.32,1.44372734,3,701.13,3.54,8.65,6.28,11.38,99.9,1.13,6.51,8.97,9.25,Yes,Green,Yes,1,16,377284.1516
No,173388.9812,758.47,1.262706224,3,245.91,0.37,8.41,41.65,13.94,87.99,1.59,2.43,8.08,5.13,No,White,Yes,1,7,123377.7762
No,112494.5377,550,1.0192618,2,249.64,28,7.78,37.67,23.21,91.28,2.13,3.79,8.08,9.23,Yes,Blue,Yes,2,33,32633.47564
No,227814.0832,1232.61,1.738186651,3,473.43,44.28,4.12,18.37,17.33,93.21,2.16,3.86,4.79,2.42,Yes,White,Yes,1,15,233923.1774
No,212778.75,550,1,2,518.19,52.16,5.43,29.55,4.55,91.26,1.58,0.65,8.09,4.62,No,Blue,No,1,18,227343.9593
No,208962.346,935.67,3.119035746,2,272.8,26.2,5.97,72.45,45.36,92.73,1.99,4.83,6.64,4.3,No,Red,No,2,24,199375.4755
No,101637.682,1296.57,1.034617663,2,200.16,14.42,9.42,98.3,42.02,96.18,0.94,4.25,0.33,1.04,No,Green,No,1,14,11138.22858
No,138517.8481,550,1.662954171,3,867.99,45.08,6.71,79.37,14.72,92.22,1.19,4.96,0.11,3.92,No,Green,No,1,21,78858.28945
No,132458.2991,550,1.650916683,3,36.3,33.08,7.7,0.45,17.05,94.62,1.81,4.86,6.61,8.72,No,Green,No,1,7,95064.7711
No,251668.5837,550,1,1,188.62,43.12,5.43,58.95,50.42,96.05,2,3.35,2.59,5.35,Yes,Green,No,2,12,229482.455
No,102580.7852,611.64,2.409814069,2,583.16,25.03,9.22,44.69,15.21,94.28,1.05,3.5,7.4,4.77,No,Blue,Yes,1,16,25882.86881
No,102367.7436,550,1.103585987,3,677.67,40.06,7.08,1.59,2.06,94.5,2.02,3.4,8.06,9.38,No,White,Yes,1,7,7666.795315
No,233394.502,777.06,1,4,581.88,25.54,3.84,49.67,7.86,91.97,2.11,1.02,6.7,4.94,No,Red,Yes,1,18,137261.3931
No,273513.7158,1604.33,2.744919779,3,284.84,5.26,9.26,76.78,31.67,86.14,0.79,5.53,4.03,4.86,Yes,White,Yes,1,4,391905.8819
No,133991.8721,1021.28,1.588290693,1,31.4,14.06,6.03,97.46,16.94,99.9,1.81,4.4,2.56,6.7,No,Red,No,1,13,37249.18079
No,182527.0627,608.41,2.425928202,2,500.72,59.42,4.59,133.6,30.95,87.55,1.85,3.41,1.6,5.46,No,Green,Yes,1,17,72050.01134
No,104392.3698,550,1.141155107,2,316.35,24.44,4.36,3.09,28.08,99.88,1.48,1.76,6.14,8.09,No,Green,Yes,1,18,20155.61318
No,250763.0469,1090.17,1.629654739,2,308.17,9.42,6.98,82.51,21.9,99.03,1.58,6.24,9.29,8.11,No,Blue,Yes,1,12,316537.7371
No,239811.194,812.92,2.334141309,3,212.02,55.64,6.77,2.86,7.83,98.55,1.48,5.19,6.8,6.44,Yes,Blue,No,1,12,293960.1251
No,163677.9423,550,1,1,173.52,5.12,3.46,84.68,12.89,99.9,2,4.88,2.23,5.73,No,Green,Yes,1,13,111433.2985
No,267057.6411,781.49,2.063206208,3,539.35,5.11,6.09,45.32,22.52,96.38,1.13,5.16,7.64,2.12,No,Yellow,No,1,22,307301.0156
No,150688.617,717.8,1,3,524.78,33.84,5.74,78.09,20.54,93.32,1.53,4.75,4.81,5.13,No,White,Yes,1,17,59680.49372
No,248310.5492,734.98,1.431686906,3,349.9,3.66,5.17,59.1,48.91,95.18,1.25,3.51,3.76,3.79,No,Red,No,1,18,140084.4514
No,205791.8109,781.03,2.104892945,2,311.18,31.48,8.14,124.24,6.38,88.7,2.46,6.39,9.28,6.05,No,White,Yes,1,9,128072.156
No,127257.9956,651.19,1.986351784,3,285.4,46.53,6.42,33.06,13.24,97.83,1.87,3.11,3.71,5.34,Yes,Green,Yes,1,15,48380.39167
No,133864.1422,692.84,1.855488365,2,248.6,39.27,5.63,26.82,31.67,95.32,1.34,2.75,9.22,6.47,No,White,No,1,8,115118.6262
No,156967.4791,1107.8,1.328256705,2,230.53,24.96,5.31,76.35,26.52,91.75,1.28,4.43,4.93,5.23,Yes,White,No,1,14,182958.9357
No,176290.8751,580.3,2.77300115,2,59.3,4.45,7.69,64.01,6.16,91.3,2.37,5.63,4.52,2.99,No,Red,Yes,1,7,197539.4311
No,232294.47,1017.19,1.703067719,2,300.08,18.21,5.79,46.61,3.9,89.36,2.07,5.13,7.76,5.76,No,Blue,No,2,48,210598.8555
No,247617.3432,637.66,1.144810167,4,427.73,30.98,7.1,47.63,45.46,96.19,1.12,2.59,6.55,6.19,No,Yellow,Yes,1,6,143789.1121
No,117803.0106,579.94,1.494851104,3,218.13,34.63,6.53,13.91,19.74,94.2,1.4,2.34,10,7.15,Yes,White,Yes,1,13,21869.13884
No,107628.6258,907.08,1.572131354,2,81.64,23.46,3.26,45.71,32.25,87.67,1.06,0.68,6.78,5.85,Yes,Blue,No,1,12,14314.1817
No,225542.0184,585.01,2.237696216,2,536.05,23.38,8.87,65.9,20.22,98.71,1.02,5.3,7.81,7.26,No,Yellow,Yes,2,29,140944.4679
No,175648.9446,1168.67,1.733532631,2,750.11,2.21,6.12,56.8,7.21,95.52,1.21,7.03,3.49,6.79,No,Yellow,No,1,11,116372.7315
No,268762.6481,1348.07,1,4,36.94,23.95,10,21.52,23.56,92.8,2.2,7.11,10,9.62,No,White,No,2,26,203193.2209
No,230880.5805,1188.27,1,4,520.48,13.98,5.53,68.48,14.23,97.75,0.92,6.98,10,6.36,No,Yellow,No,1,10,216122.1748
No,249029.7925,550,1.515961278,4,129.04,31.96,5.51,21.36,11.46,94.35,1.85,6.21,2.66,7.84,No,Blue,No,1,22,186088.4746
No,101762.9942,1168.46,1,1,13.21,29.58,3.46,51.98,12.09,89.53,1.73,5.73,8.36,8.09,No,Red,No,2,31,40447.49944
No,279416.6081,776.67,2.645258722,4,152.43,68.04,6.81,101.03,41.73,91.15,2.16,4.4,6.68,10,No,Green,No,1,25,245817.3171
No,271793.6411,1377.31,3.368342766,3,505.29,3.31,6.94,36.77,3.27,96.75,2.01,6.04,10,9.26,No,Blue,Yes,1,16,639221.7557
No,242998.1077,954.69,1.838261156,1,686.22,43.88,2.77,38.87,15.23,80.39,1.96,0.15,1.22,3.29,No,Yellow,No,1,7,238567.3987
No,101236.1876,830.58,2.426807833,1,902.26,4.65,8.12,7.52,13.22,98.9,1.77,4.32,4.25,1.35,No,Blue,Yes,1,9,898.7966815
No,253823.7214,1330.19,1.353995462,3,1112.81,28.24,9,53.99,8.55,99.9,0.02,4.83,5.84,6.54,Yes,Blue,No,1,21,333195.2274
No,207397.7233,550,1.917773456,3,290.65,27.16,6.97,108.3,0.82,92.38,1.09,1.27,8.98,5.07,No,Green,Yes,2,6,126751.1874
No,201588.9212,550,1.804812959,4,118.39,40.76,6.83,39.43,19.43,95.96,1.38,4.03,1.34,4.62,Yes,Green,Yes,1,12,153018.1354
No,199969.075,1501.09,2.684549923,2,103.56,63.79,7.79,57.21,9.92,92.79,1.04,3.23,1.62,3.2,No,Yellow,No,1,5,209483.7264
No,150480.8039,663.49,2.213933244,2,455.37,16.97,5.15,66.77,27.23,98.3,0.81,4.37,2.67,7.8,Yes,Green,Yes,1,14,113184.446
No,183150.1299,571.26,1,2,800.59,27.25,5.58,41.18,10.58,98.17,1.79,1.23,5.56,5.03,No,White,No,1,20,146489.6918
No,212162.2289,620.84,1.762192488,3,17.86,19.36,5.13,32.53,6.75,88.01,1.27,4.53,1.88,6.76,No,Green,Yes,2,24,173863.2991
No,244843.6422,876.12,1.725063976,4,1248.47,21.6,6.79,55.92,17.08,92.4,0.96,6.48,6.65,7.51,No,Yellow,Yes,1,10,199628.4913
No,247749.1269,1062.03,2.554509378,4,248.15,35.38,7.43,28.6,33.31,95.82,1.59,6.07,4.79,3.3,Yes,White,Yes,2,27,287530.9258
No,174163.6594,767.77,1.059284265,3,1045.55,20.16,7.52,30.16,1.45,95.77,1.41,5.38,5.63,5.56,No,Red,Yes,1,14,210389.2184
No,182972.2245,901.94,1.412150908,3,1023.35,10.8,9.36,33.02,26.46,96.55,1.94,4.61,8.55,5.85,No,Red,No,1,7,199328.9394
No,261564.5218,1004.4,1.476278262,3,101.47,42.66,7.36,98.74,7.09,95.29,1.1,5.96,4.32,6.52,Yes,Green,No,1,5,231064.7232
No,221231.2416,550,1.854716057,4,319.62,7.15,7.11,13.66,27.62,94.87,1.37,5.49,9.99,6.19,No,Blue,No,1,13,144741.6853
No,260376.9672,1309.32,1,3,99.36,16.29,7.66,33.73,27.36,98.46,1.91,6.22,8.28,5.23,No,Green,No,1,12,141262.4938
No,116262.2223,642.03,2.705119611,2,582.14,83.69,4.4,126.93,35.44,96.86,2.11,3.4,5.22,8.32,No,Yellow,No,2,40,46409.87623
No,210119.1061,550,1.32173432,3,457.16,28.86,8.65,73.96,0.1,91.52,1.46,5.06,5.98,6.7,Yes,Green,No,1,23,107490.4625
No,122427.5754,617.7,2.589370728,1,207.87,43.92,4.25,67.16,22,89.72,2.22,4.35,8.53,8.67,No,Yellow,No,1,12,31268.77384
No,128597.2572,848.39,1,3,42.21,58.47,7.43,80.19,43.58,95.5,0.98,1.58,4.49,4.75,Yes,Yellow,Yes,1,13,70526.99416
No,257960.063,1645.35,2.511600878,2,560.93,7.52,9.15,27.54,5.29,92.67,0.93,5.76,7.55,8.85,No,Yellow,No,1,19,346422.3733
No,266132.3364,1161.71,4.002728863,3,774.41,0.81,10,74,19.17,91.74,0.81,8,6.79,2.9,No,Blue,Yes,1,20,334317.621
No,178729.4383,645.62,1.173372218,3,451.04,21.4,6.66,42.16,52.21,98.46,2.35,4.89,5.54,6.47,No,White,No,1,17,113315.9328
No,181631.6169,550,2.521945674,3,322.83,25.89,7.57,80.67,18.43,94.06,1.35,4.73,5.54,6.32,No,Green,Yes,1,11,111692.261
No,197044.3929,550,2.514087024,3,322.77,29.04,6.68,30.58,29.27,97.48,2.61,7.36,4.97,7.22,No,Yellow,No,1,25,165592.7666
No,276181.7237,550,2.21754523,1,17.11,34.23,5.86,97.65,44.72,95.08,1.33,4.28,1.63,1.99,No,White,No,1,34,160505.1596
No,179790.1416,550,2.802106091,2,839.33,51.3,6.62,54.43,34.23,99.17,1.46,3.38,0.71,3.02,No,Blue,Yes,1,12,68947.38787
No,243254.6491,968.63,1,3,955.04,16.35,6.59,43.74,12.92,98.05,0.53,4.79,3.01,2.41,No,Green,Yes,2,37,131509.4889
No,152757.5791,550,1.461690019,3,293.15,22.66,6.85,94.31,42.5,92.68,1.52,6.21,10,7.92,No,Yellow,No,1,13,74975.15547
No,186324.8193,1152.41,2.690550165,1,676.01,33.51,6.92,78.97,35.07,94.89,1.01,3.45,7.7,2.67,No,Red,No,1,8,115548.2401
No,228529.6801,1313.71,1.439125208,2,839.16,39.14,7.96,83.71,22.42,96.84,1.38,5.48,0.41,2.94,No,Blue,Yes,1,14,154763.4133
No,115173.7373,605.11,1,3,372.46,39.48,3.63,8.32,4.26,93.74,1.52,2.24,7.5,6.52,No,White,No,2,33,16828.77238
No,276244.1398,570.62,2.765106183,3,215.78,46.15,7.37,39.43,36.54,94.45,1.34,5.63,4.94,8.03,No,Yellow,No,1,11,268033.2901
No,203731.6781,550,2.176413203,2,306.83,4.42,5.63,81.51,25.18,98.5,1.7,4.46,5.94,5.51,No,Red,Yes,1,16,69090.16399
No,233132.906,1044.95,1.830649008,3,1041.04,44.45,10,17.26,14.58,98.07,1.04,6.75,5.69,4.33,Yes,Red,Yes,1,7,402650.454
No,158321.5341,972.63,2.630517468,2,511.34,31.4,5.32,74.77,45.34,96.12,1.51,5.22,4.45,6.14,No,Red,Yes,2,19,62319.30542
No,192110.0073,1251.83,1.595622428,2,279.62,36.03,6.96,2.59,27.09,99.9,1.76,7.11,4.26,2.7,Yes,Blue,Yes,1,19,191738.722
No,276251.1461,1266.86,1.31267576,4,420.43,4.4,9.33,15.76,30.19,98.21,1.3,5.4,9.98,9.17,No,Red,No,1,21,295327.6615
No,215617.7792,707.78,1,3,892.92,51.71,7.62,73.75,34.67,92.82,0.99,4.17,7.52,8.02,No,Yellow,No,1,11,138558.9306
No,233192.9191,952.41,1,3,253.48,32.81,6.37,56.46,6.42,92.25,1.56,6.92,3.89,5.9,No,Blue,No,1,1,109132.6951
No,120926.3367,1035.83,2.0681476,1,1.71,29.27,5.19,34.67,20.19,93.4,1.15,1.29,1,0.92,No,Red,No,1,24,19660.26532
No,175056.4765,1208.75,1,1,574.9,48.69,6.17,5.27,19.73,97.65,1.28,4.43,4.71,4.85,No,White,No,1,18,65035.45925
No,166591.1252,673.11,2.882272998,2,812.29,67.46,5.66,41.15,34.15,97.71,1.92,4.3,5.89,4.94,No,Red,Yes,1,18,124167.1582
No,242810.4204,820.47,1.783050325,2,678.76,36.6,8.95,24.39,32.53,95.92,0.57,7.84,9.59,8.96,No,Blue,No,1,15,129981.4305
No,134447.8725,838.09,1,3,226.89,42.48,4.36,46.32,28.58,94.15,1.57,1.83,7.2,5.3,No,Green,Yes,2,25,65663.62534
No,253480.6175,1119.46,3.043622103,2,828.44,26.99,7.05,70.06,23.52,99.65,0.74,6.65,8.08,5.38,No,Yellow,No,1,23,246008.2978
No,205721.7488,1368.66,1.93432775,3,671.61,7.14,4.51,17.79,12.37,89.82,1.23,2.53,5.05,9.16,No,Yellow,No,1,2,283025.7745
No,189416.9866,1001.09,2.895212104,2,170.91,50.77,5.55,65.95,22.74,98.03,1.89,4.72,5.37,3.84,No,White,Yes,1,20,283785.8909
No,223236.2557,550,2.638300809,4,254.76,16.84,6.42,4.98,28.15,99.9,1.97,6.13,1.68,6.94,No,White,Yes,1,5,173217.8785
No,242627.3715,740.01,1.43327002,3,375.97,41.46,5.54,90.17,27.47,91.81,1.41,3.39,5.15,4.46,No,Green,No,2,35,162732.8489
No,119066.8326,813.84,1.044756614,1,1005.25,42.11,3.79,121.45,3.14,91.49,2.12,3.03,4.22,4.9,No,Yellow,No,1,15,72619.71708
No,269063.9548,579.71,4.129608975,1,319.87,42.23,6.73,30.25,29.75,88.05,0.89,4.2,2.79,3.77,No,White,Yes,1,1,261973.4112
No,121001.2676,550,1.104816417,4,126.93,76.62,9.86,52.22,19.77,99.9,1.97,6.93,6.66,4.57,No,Yellow,Yes,1,8,51907.85906
No,127225.9931,601.72,1,4,651.21,47.53,7.86,133.43,9.04,89.64,1.99,6.75,4.79,5.15,No,Yellow,No,1,19,81994.96269
No,89280.14708,550,1.432989378,1,278.16,15.87,4.78,40.53,12.2,93.05,0.89,0.14,5.69,8.85,Yes,Green,No,1,13,4332.825303
No,171882.397,550,1.126863155,4,221.67,50.54,8.28,24.7,23.05,95.89,0.83,3.99,5,2.74,No,Blue,No,1,2,110028.6404
No,181831.7142,583.5,1,2,821.47,67.66,3.71,90.24,33.41,92.46,1.15,3.11,6.07,4.59,No,Yellow,Yes,1,11,61585.24437
No,173075.952,550,1,2,33.49,59.3,5.4,77.55,21.33,94.35,1.68,3.87,7.3,8.24,Yes,Green,Yes,2,45,128026.5367
No,270576.0484,550,1,4,82.5,2.01,8.95,25.79,21.11,94,1.22,6.56,5.13,5.87,No,Blue,Yes,1,11,192654.8614
No,263158.5823,696.6,2.053594408,4,494.14,22.01,9.38,17.56,42.67,96.9,1.73,7.44,8.59,8.43,Yes,Green,No,1,9,467801.6644
No,190004.3082,758.94,3.799243774,2,313.79,4.43,6.57,69.07,11.41,93.37,1.29,4.25,5.07,7.38,No,Yellow,Yes,2,12,256044.3747
No,138488.8491,561.45,1,3,268.08,45.99,7.08,89.56,24.4,95.19,1.92,2.95,6.45,4.99,No,White,No,1,11,84154.77739
No,172399.9853,550,1.21683801,3,552.97,34.33,3.88,108.02,20.75,89.01,2.01,0.19,5.35,7.92,No,Blue,No,1,14,64132.908
No,164522.24,550,2.449772377,3,812.41,24.25,3.46,13.02,20.94,97.22,1.24,3.72,4.4,3.9,No,Yellow,Yes,1,8,62811.57198
No,113695.6907,692.41,1,3,1059.23,42.64,3.86,13.62,24.49,95.06,1.83,3.96,10,6.46,No,Yellow,No,1,7,40774.88886
No,232410.9649,550,2.411805451,4,211.66,29.98,6.68,67.58,33.97,99.9,1.91,6.21,6.79,5.69,No,Green,Yes,1,19,292716.6151
No,278569.6882,1048.72,1.872245449,3,734.51,44.31,6.11,27.38,30.34,95.32,2.06,4.94,5.27,6.51,Yes,Blue,No,1,13,211568.1943
No,107444.0965,550,1.889657826,2,265.49,30.26,4.36,34.15,54.02,93,2.48,2.64,9.79,3.94,Yes,Yellow,No,1,10,18207.1855
No,202878.4811,550,2.153863396,1,529.29,54.31,3.28,51.85,16.28,86.78,2.16,1.1,3.24,4.44,No,Yellow,No,1,5,115765.1128
No,160332.0108,581.4,1,3,454.75,9.17,10,58.29,27.87,96.59,0.9,4.62,4.15,6.66,No,Green,No,1,15,94932.02301
No,221165.7043,550,2.722173555,4,160.09,31.51,5.7,96.01,7.36,94.52,1.02,2.85,8.67,4.62,No,White,No,1,20,254077.9284
No,223625.846,896.66,1.542701464,2,780.08,24.65,6.87,66.69,17.39,91.35,1.61,4.17,6.54,2.31,No,Red,Yes,1,18,166049.7739
No,190132.4176,550,1,2,408.84,33.92,6.18,66.49,29.53,91.51,2.05,3.18,9.31,7.61,No,Red,No,1,9,151668.6137
No,103727.154,878.21,1.66438735,1,727.94,4.42,7.57,5.44,2.83,93.36,1.15,5.67,8.59,5.47,No,Red,No,1,13,28950.60887
No,155927.1016,550,1.146339559,3,201.22,52.54,4.66,81.68,19.79,89.04,1.97,0.41,9.12,6.82,Yes,White,No,1,2,146827.1836
No,113258.5348,811.36,1.441117284,3,1036.7,21.54,6.68,0.41,18.5,88.53,1.39,4.68,8.07,6.49,No,Yellow,Yes,1,11,33502.16591
No,139838.0712,622.83,1,3,135.44,63.91,6.2,86.7,23.43,93.01,1.24,2.39,0.13,0.8,No,Yellow,No,1,25,135552.1354
No,196839.3153,583.36,1,3,594.34,24.75,5.08,17.71,24.1,92.64,1.3,2.42,3.09,6.89,No,Blue,Yes,1,22,110172.4271
No,228871.9721,929.41,2.230596227,3,669.98,6.89,8.63,48.78,7.93,98.24,0.91,4.61,0.94,5,Yes,Red,No,1,6,214845.7023
No,115802.4219,550,3.762071405,1,307.61,10.8,5.54,93.42,23.02,95.98,1.02,2.18,1.37,5.02,No,White,No,1,14,27563.54598
No,146124.9394,1419.79,1.217234149,2,630.85,52.85,5.68,97.86,45.97,91.88,1.2,3.8,5.25,7.39,Yes,Yellow,No,1,7,216925.2751
No,276203.9201,1066.25,1.464714733,4,993.82,47.32,7.61,78.85,23.71,95.21,2.51,4.03,5.18,7.47,Yes,Red,No,2,28,307351.5079
No,131658.3237,680.92,2.978323616,1,551.7,9.63,6.72,16.79,2.8,85.17,1.52,3.51,5.45,5.63,Yes,Red,No,1,22,34562.74504
No,195802.9462,550,1.982703247,5,626.78,13.12,6.38,29.23,3.56,99.9,2.08,5.32,6.43,7.31,No,Blue,Yes,1,12,166754.3776
No,250129.0723,733.8,4.182527766,3,274.49,37.07,7.85,45.93,15.06,92.54,1.97,4.46,5.23,6.61,No,Blue,No,1,12,376227.7171
No,91371.00617,831.3,1,3,771.18,37.29,3.48,0.25,14.94,82.66,2.31,1.58,0.95,5.46,No,Green,No,1,12,10234.23708
No,167472.0815,1299.69,1.085453162,3,424.48,23.92,6.22,43.32,24.3,90.26,1.05,6.81,4.76,5.15,Yes,Green,No,2,30,109262.9466
No,189735.9028,958.81,1.402526547,2,912.69,32.08,6.28,37.9,12.61,83.23,1.36,3.58,10,10,No,Green,No,1,18,140400.8381
No,225175.9645,609.74,1.525296422,2,487.58,22.79,9.8,20.66,33.56,99.9,1.64,1.43,7.2,8.03,No,Blue,Yes,1,12,125434.9326
No,268381.7089,550,1.628371929,4,1160.63,10.75,8.86,16.87,25.09,96.82,1.74,5.09,2.72,5.55,No,White,Yes,1,15,267990.7192
No,214948.975,550,1,1,472.17,2.96,5.91,18.29,16.01,93.16,0.69,2.23,7.46,5.54,No,Red,No,1,15,269025.558
No,156291.7125,914.61,1.969877996,2,1014.42,41.4,6.04,81.84,28.04,95.66,1.38,0.52,4.49,8.16,No,White,No,1,5,141112.0814
No,244009.9532,1178.57,3.241369504,2,366.6,56.68,8.31,96.47,17.77,91.28,1.97,5.34,7.47,2.89,No,Yellow,No,1,20,224021.5703
No,138310.3571,873.35,1,2,422.64,51.86,4.49,54.69,28.58,99.9,1.45,1.99,3.83,5.79,No,Blue,Yes,1,10,38146.02878
No,257834.9712,550,2.92510514,4,753.8,14.54,7.19,29.12,24.19,92.17,2.25,6.72,4.7,6.44,Yes,Red,No,1,9,202098.7724
No,216691.1785,550,2.12827974,4,232.4,38.48,6.9,41.46,25.27,88.69,1.6,2.6,2.82,4.17,No,Yellow,Yes,1,11,234898.3678
No,220975.2677,550,1.748066533,4,699.71,32.22,8.06,101.98,16.26,94.4,1.5,3.04,2.67,5.75,No,White,Yes,1,25,176564.7709
No,98930.37526,740.05,1.138505626,2,400.04,43.7,1.48,53.38,26.24,98.08,1.48,3.62,5.27,4.1,No,White,No,1,19,5854.219094
No,222198.5451,550,1.534321988,4,1125.79,41.79,7.01,7.17,38.42,93.87,2.17,1.39,1.04,3.43,No,Blue,Yes,2,28,142934.4577
No,275672.8901,1335.43,3.100073438,2,784.03,36,6.49,8.56,1.49,87.82,1.54,5.7,8.39,7.22,Yes,Red,No,1,11,332704.1606
No,262641.6608,716.33,3.55341871,3,305.78,42.94,6.29,18.82,6.4,93.91,0.54,3.23,3.02,4.38,Yes,Blue,No,2,54,364040.1582
No,242513.5862,1415.95,3.254603057,2,902.29,33.17,6.32,122.91,5.86,91.41,1.09,3.37,9.06,6.21,Yes,Blue,No,1,19,279246.2993
No,263032.174,1112.35,2.516874838,2,858.86,8.25,5.29,58.48,0.57,90.38,1.79,6.64,5.09,3.65,Yes,White,No,1,19,152648.984
No,202105.9233,550,1,3,419.73,12.48,8.26,115.89,1.56,99.9,1.39,3.19,7.43,5.56,No,Green,No,1,12,119914.749
No,186211.2944,550,2.308625151,3,143.24,27.82,5.65,47.5,30.97,90.53,1.19,4.58,1.87,1.79,No,Blue,Yes,1,13,172892.5003
No,257522.3403,1722.27,1,3,182.64,10.11,10,64.29,19.77,96.03,1.53,5.26,3.43,6.48,No,Blue,Yes,2,34,341024.2617
No,218414.7041,1303.03,1.482595995,2,758.94,23.55,9.1,66.82,5.21,91.44,0.62,3.07,4.21,6.95,No,Blue,No,1,14,154037.5445
No,268007.5101,784.56,2.075916165,4,1061.5,3.64,9.38,2.66,5.48,97.77,1.19,7.62,9.81,7.1,Yes,Red,Yes,1,12,294394.8671
No,114167.367,816.02,2.060835151,1,454.62,36.51,6.85,1.52,25.91,96.23,0.99,3.74,4.25,2.37,Yes,Green,Yes,1,16,28555.0099
