ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
1616,108553.5522,795.4,1.107239688,2,893.35,4.32,3.63,61.43,15.74,87.3,1.31,4.03,1.22,3.76,No,Blue,Yes,1,13,22708.92432,0
5250,106645.3587,934.57,3.44628553,1,346.34,79.29,7.52,45.2,2.14,84.45,2.36,4.1,1.63,3.37,Yes,White,Yes,2,35,24101.41437,0
4112,200754.4642,550,1.509378986,2,543.23,18.71,4.44,96.14,19.52,92.18,2.37,0.81,7.04,4.76,No,Red,No,1,20,125026.9211,1
2415,215180.9302,1096.85,1.544556005,3,486.18,52,3.4,113.55,13.98,88.63,1.2,2.14,7.49,8.24,No,Green,No,1,7,199218.9188,0
1098,271883.4021,550,1,4,116.43,9.97,5.82,34.9,7.69,96.68,1.7,4.96,7.03,5.23,Yes,Blue,No,1,6,162823.5977,0
6266,146875.153,977.51,1,3,1144.03,22.86,7.33,11.24,11.38,96.35,1.76,5.59,4.58,6.03,No,Yellow,No,1,23,135980.2844,1
4446,208326.869,1277.39,1,3,350.4,66.94,8.88,26.85,4.53,99.9,1.25,4.78,8.13,10,No,White,Yes,1,18,256113.5839,0
1615,169402.8034,550,1.548950996,2,424.07,43.05,3.52,16.06,26.29,91.82,2.42,1.57,8.09,7.78,No,Blue,Yes,1,12,67696.06394,0
4217,184023.9313,1005.49,2.313534372,2,330.77,36.35,10,13.63,16.66,96.17,2.01,4.65,8.38,5.53,Yes,Red,Yes,1,17,166379.8208,0
2271,110864.4095,682.33,2.560177514,2,135.8,15.61,8.32,2.79,9.66,96.32,1.81,5.17,1.98,8.74,No,Blue,No,1,24,20936.86423,0
3144,269408.846,1447.99,3.063606776,3,601.19,3.76,8.97,60.23,14.15,95.59,1.5,4.09,8.36,8.92,No,Green,No,1,11,285060.0242,0
5124,181623.4481,1104.41,2.183057191,3,848.77,25.92,6.99,86.15,15.15,91.28,1.64,5.03,0.33,2.55,No,Yellow,No,1,19,180548.0584,0
3586,127009.0827,550,2.562609311,1,403.9,16.07,6.97,71.52,27.16,99.9,1.51,6.42,4.33,5.68,No,White,Yes,1,10,45714.92155,0
4920,258512.2302,652.12,2.512237431,3,558.57,13.08,6.99,21.08,16.96,92.63,1.17,3.78,7.51,6.53,No,Green,No,1,3,212152.7609,0
62,113545.7587,550,1.452379447,3,272.87,10.16,4.52,138.66,40.12,91.94,1.12,3.49,3.54,7.48,Yes,White,Yes,2,7,26415.70062,0
4319,176492.6957,550,1,2,172.25,25.83,6.14,18.11,10.22,95.01,2.11,5.07,0.32,2.11,No,Yellow,No,1,8,112638.8583,0
5995,120852.2785,550,1.221072548,3,778.8,0.45,5.58,49.95,28.63,99.9,0.88,2.27,8.11,6.47,No,Red,Yes,2,21,54207.95244,0
133,249935.6617,1004.76,1.380654948,2,838.79,30.1,3.89,29.4,21.78,99.11,1.45,3.56,0.66,3.9,No,Blue,Yes,1,20,136462.0516,0
3133,233534.837,1332.25,2.564572198,3,312.96,26.55,8.77,78.36,39.34,84.17,2.42,5.52,10,7.53,No,Red,Yes,1,11,244259.2439,0
2570,162605.8875,690.37,1,1,685.37,8.53,4.94,117.74,22.2,96.37,1.22,3.07,5.64,3.69,No,White,No,2,32,91242.42816,0
897,96794.62338,1203.41,1.268121409,2,719.25,38.5,7.07,76.66,36.93,95.07,1.8,3.32,7.39,6.35,Yes,Yellow,No,2,18,10402.19298,0
5683,256654.3421,1555.84,1,3,280.54,43.66,7.83,42.56,19.35,94.3,1.46,4.29,6.78,6.6,Yes,Yellow,No,1,20,214773.8382,1
3712,190459.3301,550,3.341157623,1,754.56,3.18,5.8,15.95,25.03,92.36,1.66,2.25,4.21,3.78,Yes,Green,No,1,11,87192.80529,0
1154,232974.9339,1615.82,1,2,513.8,9.94,5.55,55.17,10.58,93.8,2.11,3.01,3.34,0.67,No,Blue,No,1,18,157311.2208,0
3310,166175.7552,550,3.827662068,2,566.81,17.82,4.89,54.37,6.93,84.49,1.23,4.43,2.21,5.83,No,Blue,No,2,23,170146.937,0
316,97058.08872,805.65,2.055810249,1,539.13,48.83,3.45,21.07,18.09,88.33,1.38,4.79,2.91,3.27,No,Yellow,No,2,28,12089.47772,0
3695,250913.9224,1628.7,1,4,1050.53,22.52,4.62,63.67,22.81,99.9,1.4,2.94,7.48,4.75,No,Yellow,No,1,21,250912.0961,0
5734,272679.2009,1672.39,1,2,92,20.61,5.58,15.96,3.83,89.6,1.25,5.15,10,8.15,No,Blue,No,1,13,241890.0597,0
714,161625.0268,1235.84,1.842031534,2,772.48,1.79,5.65,93.07,4.31,85.55,1.26,3.35,0.93,7.36,No,Green,Yes,2,49,242515.5896,0
2063,201150.2466,550,1.995923924,2,705.9,44.28,6.59,46.35,13.79,92.19,1.28,2.77,7.48,6.47,Yes,White,No,1,15,213104.6161,0
22,264441.7319,1336.19,1.10374757,4,305.2,53.4,7.71,72.88,32.06,94.68,1.07,3.45,2.02,3.73,No,White,Yes,1,16,263213.226,0
2450,125356.8514,550,2.766211811,2,713.06,65.56,3.6,51.39,10.6,97.76,1.88,4.22,6.66,10,No,Green,Yes,1,14,23432.68525,0
2098,209318.0774,1291.88,1,2,898.43,25.63,2.98,4.18,22.9,89.63,1.62,3.49,3.49,4.46,No,Red,No,2,30,132729.8008,0
2805,264959.3866,1053.69,1,2,313.56,19.43,3.74,45.34,24.81,85.75,0.59,2.15,1.4,2.3,No,Yellow,No,1,15,211702.7004,0
6925,236275.3324,632.37,2.315761564,3,804.15,38.96,6.82,19.22,22.32,99.9,1,3.03,3.23,4.84,No,Green,No,1,18,249761.8952,0
4475,254588.0358,1581.07,2.881010452,3,885.17,25.67,10,33.39,7.31,96.54,0.88,6.19,5.46,6.48,No,White,No,1,8,415147.2679,1
3648,249197.4365,1230.22,2.213007181,4,91.7,4.6,7.14,48.75,18.29,95.95,1.8,6.76,7.15,4.11,Yes,Green,No,1,4,282142.1362,0
5691,162349.4198,1572.71,1,1,323.24,61.86,3.34,85.1,1.45,94.68,1.17,3.23,3.31,4.37,No,White,No,1,22,64312.6194,0
5551,137469.2588,602.62,1.846221545,3,660.76,33.84,6.38,142.63,24.74,96.55,1.64,7.35,1.77,4.96,No,Red,No,1,18,94634.57747,0
6599,99201.47008,550,2.207154082,2,698.47,41.82,4.43,60.11,51.01,91.44,1.8,3.98,9.89,6.74,No,Green,Yes,1,7,12451.63372,0
5036,191113.1065,670.27,2.49452896,2,774.41,46.63,5.4,41.05,15.59,93.72,0.77,2.81,6.27,4.14,No,White,Yes,1,4,143333.6534,0
1786,200174.3644,696.7,1,1,628.28,82.93,4.41,78.26,26.03,96.45,2.19,4.17,6.77,9.1,Yes,Blue,No,1,14,105769.3945,0
1191,255664.0662,749.05,2.081880703,1,549.21,32.97,4.11,37.82,39.85,90.36,2.37,4.6,5.04,5.75,Yes,Yellow,No,1,6,143465.3715,0
6232,130151.0263,652.13,2.108468172,2,428.53,34.3,7.96,89.84,20.91,95.29,1.35,6.4,5.18,6.83,No,Yellow,No,1,3,68910.55476,0
4977,191607.2181,550,1.364638817,3,678.54,11.66,6.18,74.67,21.57,95.06,0.87,1.06,2.21,3.64,No,Yellow,No,1,18,112741.7401,0
2028,191530.8126,550,3.555690204,3,193.33,23.38,8.3,107.01,12.61,99.9,1.33,5.61,4.46,4.32,No,Green,Yes,1,17,103625.2398,0
1259,112350.1734,1291.47,1.139580408,2,428.66,31.55,5.69,119.97,33.04,81.08,1.17,3.51,2.36,3.74,Yes,Green,Yes,1,9,27149.45537,0
2508,112889.549,813.44,1,2,83.54,57.88,0.74,46.58,2.1,89.92,0.85,2.67,7.85,8.66,Yes,Yellow,No,1,17,45209.23347,0
5054,266839.6782,1179.48,2.697331566,3,452.14,14.4,6.98,39.99,10.63,96.69,2.13,6.08,6.41,5.11,Yes,Red,No,1,18,301617.6541,0
173,110414.4485,550,1.082267059,3,192.6,34.62,5.87,86.63,48.12,99.29,1.89,2.65,5.55,5.46,No,Blue,Yes,1,6,46990.28354,0
3316,201340.6777,790.7,3.788925989,2,498.91,38.64,4.06,86.05,41.41,93.65,0.93,4.82,1.61,2.62,No,Blue,Yes,1,19,189668.507,0
1763,185140.7666,550,1.969038671,3,354.63,36.38,10,50.07,20.66,94.29,1.21,4.86,2.6,5.21,No,Yellow,Yes,1,12,108712.7367,0
1145,111848.1471,594.91,1.306961482,3,645.44,38.01,2.21,14.38,45.92,88.14,0.94,2.2,5.52,2.09,No,Red,No,1,27,28701.33948,0
6289,216648.2848,632.61,3.226955703,2,408.07,29.34,7.98,85.38,35.24,95.69,1.28,6.63,6.31,6.16,Yes,Yellow,No,1,5,351889.3731,0
1675,134947.6784,571.32,1,1,46.44,6.49,5.28,40.84,14.63,88.62,1.5,1.01,0.68,4.06,No,Red,No,1,11,49422.98281,0
4323,176889.2232,550,1.98910273,3,214.69,26.01,6.87,58.66,23.64,95.57,1.27,1.41,5.84,7.76,No,Blue,No,1,14,118013.7576,0
541,125547.0981,697.91,1.620827291,1,485.98,1.36,5.06,40.3,25.53,93.92,1.44,3.6,3.11,5.49,Yes,White,Yes,1,9,54628.70202,0
352,271564.8979,714.31,1,5,380.52,32.9,5.5,73.3,28.85,92.22,1.7,1.56,0.67,1.1,No,Blue,Yes,1,26,381483.2368,0
4349,248247.8271,1261.43,3.474079651,1,326.72,52.91,7.24,33.88,9.32,99.9,2.29,5.48,4.6,5.55,No,Red,Yes,2,34,158167.546,0
1994,166316.357,550,1.457079367,4,213.87,20.44,5.62,25.98,3.98,98.67,1.47,3.81,10,4.96,No,White,No,1,23,76275.3186,0
1685,189580.6762,711.33,2.350634003,2,571.29,66.96,5,5.4,0.52,88.44,0.95,4.54,6.37,6,Yes,Red,Yes,1,15,123542.7929,0
6110,255114.2111,761.64,3.212189397,3,811.58,6.78,9.36,74.82,34.44,96.16,1.38,8.6,6.43,6.46,Yes,Yellow,No,1,11,204613.7284,1
2020,227469.3042,1301.32,1.44372734,3,701.13,3.54,8.65,6.28,11.38,99.9,1.13,6.51,8.97,9.25,Yes,Green,Yes,1,16,377284.1516,0
6906,254583.4506,1078.07,1,4,579.4,8.36,6.3,52.26,12.18,98.92,2.12,2.97,5.1,5.58,No,Red,No,1,17,213616.2937,0
3489,173388.9812,758.47,1.262706224,3,245.91,0.37,8.41,41.65,13.94,87.99,1.59,2.43,8.08,5.13,No,White,Yes,1,7,123377.7762,0
4904,182803.6484,550,1.656988,3,437.87,46.24,6.83,142.29,1.15,87.74,1.5,4.27,2.23,8.23,No,Green,No,1,20,159061.2775,1
2070,128268.9952,550,2.496739991,2,222.52,48.93,6.21,56.84,25.34,99.44,1.45,4.03,8.27,5.98,Yes,Red,No,2,25,31103.3638,1
777,112494.5377,550,1.0192618,2,249.64,28,7.78,37.67,23.21,91.28,2.13,3.79,8.08,9.23,Yes,Blue,Yes,2,33,32633.47564,0
3148,102361.1318,632.25,1.268074488,2,575.53,15.28,5.24,14.13,17.2,90.94,2.28,0.31,6.88,3.83,Yes,Blue,No,1,19,-8239.721048,0
5494,227814.0832,1232.61,1.738186651,3,473.43,44.28,4.12,18.37,17.33,93.21,2.16,3.86,4.79,2.42,Yes,White,Yes,1,15,233923.1774,0
4059,212778.75,550,1,2,518.19,52.16,5.43,29.55,4.55,91.26,1.58,0.65,8.09,4.62,No,Blue,No,1,18,227343.9593,0
3186,161126.4561,550,3.457376121,2,787.11,48.3,6.4,26.32,23.66,90.3,2.04,5.26,7.4,3.17,No,Red,Yes,2,24,158814.8973,0
1017,208962.346,935.67,3.119035746,2,272.8,26.2,5.97,72.45,45.36,92.73,1.99,4.83,6.64,4.3,No,Red,No,2,24,199375.4755,0
4567,106959.66,724.56,1.88046612,2,657.44,25.11,6.21,83.92,16.81,95.44,2.41,3.17,7.54,5.77,Yes,Yellow,No,1,4,41842.93369,1
3397,101637.682,1296.57,1.034617663,2,200.16,14.42,9.42,98.3,42.02,96.18,0.94,4.25,0.33,1.04,No,Green,No,1,14,11138.22858,0
5169,138517.8481,550,1.662954171,3,867.99,45.08,6.71,79.37,14.72,92.22,1.19,4.96,0.11,3.92,No,Green,No,1,21,78858.28945,0
667,132458.2991,550,1.650916683,3,36.3,33.08,7.7,0.45,17.05,94.62,1.81,4.86,6.61,8.72,No,Green,No,1,7,95064.7711,0
6331,251668.5837,550,1,1,188.62,43.12,5.43,58.95,50.42,96.05,2,3.35,2.59,5.35,Yes,Green,No,2,12,229482.455,0
2169,167473.2486,550,1.690192474,4,573.81,32.7,8.36,82.24,48.37,99.9,2.33,6.57,10,10,Yes,Green,Yes,1,18,154441.3792,0
2176,165657.3604,800.7,1.207504366,2,165.21,59.26,6.04,16.69,2.93,94.49,1.58,3.31,1.18,1.85,Yes,Blue,No,1,4,109959.2055,0
6700,102580.7852,611.64,2.409814069,2,583.16,25.03,9.22,44.69,15.21,94.28,1.05,3.5,7.4,4.77,No,Blue,Yes,1,16,25882.86881,0
2970,209444.539,1018.85,2.096184823,3,340.4,27.25,6.15,74.12,28.91,89.68,2.33,3.83,10,9.5,No,White,No,1,5,457585.2415,0
2820,102367.7436,550,1.103585987,3,677.67,40.06,7.08,1.59,2.06,94.5,2.02,3.4,8.06,9.38,No,White,Yes,1,7,7666.795315,0
5660,233394.502,777.06,1,4,581.88,25.54,3.84,49.67,7.86,91.97,2.11,1.02,6.7,4.94,No,Red,Yes,1,18,137261.3931,0
1513,273513.7158,1604.33,2.744919779,3,284.84,5.26,9.26,76.78,31.67,86.14,0.79,5.53,4.03,4.86,Yes,White,Yes,1,4,391905.8819,0
3553,133991.8721,1021.28,1.588290693,1,31.4,14.06,6.03,97.46,16.94,99.9,1.81,4.4,2.56,6.7,No,Red,No,1,13,37249.18079,0
1424,182527.0627,608.41,2.425928202,2,500.72,59.42,4.59,133.6,30.95,87.55,1.85,3.41,1.6,5.46,No,Green,Yes,1,17,72050.01134,0
4790,191659.7138,942.63,1.286907664,3,166.58,32.47,9.31,28.16,7.47,90.82,1.38,5.08,10,9.19,Yes,White,No,1,14,156247.5541,0
1193,214542.4035,550,3.220149471,2,340.36,14.6,5.76,51.41,12.25,93.09,1.67,5.18,7.74,8.54,Yes,Blue,No,1,13,138648.2066,1
3226,255783.5227,611.44,1.603694175,3,610.95,52.23,5.67,84.08,12.89,97.02,1.77,6.58,7.15,3.79,No,Green,Yes,1,19,249175.0575,0
1988,104392.3698,550,1.141155107,2,316.35,24.44,4.36,3.09,28.08,99.88,1.48,1.76,6.14,8.09,No,Green,Yes,1,18,20155.61318,0
3269,250763.0469,1090.17,1.629654739,2,308.17,9.42,6.98,82.51,21.9,99.03,1.58,6.24,9.29,8.11,No,Blue,Yes,1,12,316537.7371,0
10,200818.954,1068.3,1,3,629.24,38.4,4.16,24.07,22.23,91.87,2.2,5.96,8.17,6.01,No,Blue,No,1,17,193122.5853,0
4925,144160.3422,846.7,2.884682959,1,519.02,13.62,6.7,10.97,39.44,99.9,1,4.46,6.19,5.83,Yes,Green,No,1,18,66485.69605,0
2064,239811.194,812.92,2.334141309,3,212.02,55.64,6.77,2.86,7.83,98.55,1.48,5.19,6.8,6.44,Yes,Blue,No,1,12,293960.1251,0
1689,163677.9423,550,1,1,173.52,5.12,3.46,84.68,12.89,99.9,2,4.88,2.23,5.73,No,Green,Yes,1,13,111433.2985,0
5404,267057.6411,781.49,2.063206208,3,539.35,5.11,6.09,45.32,22.52,96.38,1.13,5.16,7.64,2.12,No,Yellow,No,1,22,307301.0156,0
507,150688.617,717.8,1,3,524.78,33.84,5.74,78.09,20.54,93.32,1.53,4.75,4.81,5.13,No,White,Yes,1,17,59680.49372,0
4331,248310.5492,734.98,1.431686906,3,349.9,3.66,5.17,59.1,48.91,95.18,1.25,3.51,3.76,3.79,No,Red,No,1,18,140084.4514,0
2939,205791.8109,781.03,2.104892945,2,311.18,31.48,8.14,124.24,6.38,88.7,2.46,6.39,9.28,6.05,No,White,Yes,1,9,128072.156,0
3599,132898.4481,550,2.064982758,3,875.53,19.08,4.66,48.38,0.51,91.91,0.95,3.7,4.89,5.99,No,White,No,1,16,43043.04249,0
6916,98659.48993,736.17,1,3,962.13,28.98,5.79,33.47,17.49,92.53,1.66,2.49,5.02,4.69,Yes,White,No,1,10,16039.20848,0
1488,127257.9956,651.19,1.986351784,3,285.4,46.53,6.42,33.06,13.24,97.83,1.87,3.11,3.71,5.34,Yes,Green,Yes,1,15,48380.39167,0
142,137434.8608,1536.98,1,1,267.89,23.77,6.84,93.62,25.63,93.45,2.04,5.3,7.1,8.18,No,Blue,Yes,1,10,64238.44087,1
1493,162230.1013,803.03,1.419109694,4,381.95,2.6,7.11,61.83,41.89,99.46,1.17,4.16,9.17,5.1,No,Red,No,1,18,174861.1223,0
6499,133864.1422,692.84,1.855488365,2,248.6,39.27,5.63,26.82,31.67,95.32,1.34,2.75,9.22,6.47,No,White,No,1,8,115118.6262,0
510,156967.4791,1107.8,1.328256705,2,230.53,24.96,5.31,76.35,26.52,91.75,1.28,4.43,4.93,5.23,Yes,White,No,1,14,182958.9357,0
4592,176290.8751,580.3,2.77300115,2,59.3,4.45,7.69,64.01,6.16,91.3,2.37,5.63,4.52,2.99,No,Red,Yes,1,7,197539.4311,0
4841,232294.47,1017.19,1.703067719,2,300.08,18.21,5.79,46.61,3.9,89.36,2.07,5.13,7.76,5.76,No,Blue,No,2,48,210598.8555,0
2105,247617.3432,637.66,1.144810167,4,427.73,30.98,7.1,47.63,45.46,96.19,1.12,2.59,6.55,6.19,No,Yellow,Yes,1,6,143789.1121,0
6038,172176.5119,550,1,1,867.01,40.43,4.65,51.71,34.98,84.17,1.71,3.49,6.22,8.72,No,Yellow,Yes,2,33,58912.65077,0
3468,124956.8317,597.77,4.239372901,2,236.83,5.14,7.06,23.25,13.65,86.75,2.27,4.17,0.63,4.17,No,Red,No,1,21,64612.57097,0
2755,117803.0106,579.94,1.494851104,3,218.13,34.63,6.53,13.91,19.74,94.2,1.4,2.34,10,7.15,Yes,White,Yes,1,13,21869.13884,0
4821,234147.3865,550,1.837786078,2,544.57,20.38,5.96,30.74,24.17,94.31,1.05,0.47,3.92,5.35,Yes,Blue,No,1,20,147723.697,1
1802,248403.4061,615.55,1.457482659,4,286.22,41.23,6.94,43.96,11.08,96.66,2.08,4.35,8.13,3.24,No,Green,No,1,16,235603.6163,0
1676,107628.6258,907.08,1.572131354,2,81.64,23.46,3.26,45.71,32.25,87.67,1.06,0.68,6.78,5.85,Yes,Blue,No,1,12,14314.1817,0
4968,202946.7719,550,2.451438207,1,174.71,35.96,3.47,107.04,52.99,91.99,2.3,0.53,0.28,3.21,Yes,Green,Yes,2,52,232106.7543,1
6594,225542.0184,585.01,2.237696216,2,536.05,23.38,8.87,65.9,20.22,98.71,1.02,5.3,7.81,7.26,No,Yellow,Yes,2,29,140944.4679,0
6754,231360.7667,1025.84,1.708735613,3,281.77,13.57,5.03,30.3,20.69,96.57,1.9,5.84,5.53,7.25,No,Green,Yes,1,12,190206.1275,1
5612,175648.9446,1168.67,1.733532631,2,750.11,2.21,6.12,56.8,7.21,95.52,1.21,7.03,3.49,6.79,No,Yellow,No,1,11,116372.7315,0
6223,268762.6481,1348.07,1,4,36.94,23.95,10,21.52,23.56,92.8,2.2,7.11,10,9.62,No,White,No,2,26,203193.2209,0
396,230880.5805,1188.27,1,4,520.48,13.98,5.53,68.48,14.23,97.75,0.92,6.98,10,6.36,No,Yellow,No,1,10,216122.1748,0
2312,270654.4502,1791.91,2.449677838,3,552.15,44.82,8.56,72.22,18.3,98.96,2.28,7.18,6.99,5.32,No,Red,No,1,6,556095.5632,0
264,249029.7925,550,1.515961278,4,129.04,31.96,5.51,21.36,11.46,94.35,1.85,6.21,2.66,7.84,No,Blue,No,1,22,186088.4746,0
603,165863.1355,1226.59,2.047566352,2,900.44,5.32,7.48,12.87,20.06,98.24,1,6.33,8.28,4.47,No,Red,No,1,9,130453.5625,0
6554,101762.9942,1168.46,1,1,13.21,29.58,3.46,51.98,12.09,89.53,1.73,5.73,8.36,8.09,No,Red,No,2,31,40447.49944,0
4842,279416.6081,776.67,2.645258722,4,152.43,68.04,6.81,101.03,41.73,91.15,2.16,4.4,6.68,10,No,Green,No,1,25,245817.3171,0
4580,271793.6411,1377.31,3.368342766,3,505.29,3.31,6.94,36.77,3.27,96.75,2.01,6.04,10,9.26,No,Blue,Yes,1,16,639221.7557,0
3817,241250.9306,1209.53,1.710287652,3,279.59,32.14,7.09,4.06,1.76,92.16,1.63,4.35,6.46,9.61,No,White,No,1,14,149938.0098,0
4865,233290.3505,550,2.83115968,3,947.97,11.06,6.27,32.93,6.57,88.19,1.83,4.73,7.25,4.9,No,Green,Yes,1,3,156641.365,0
326,166249.1423,696.71,1,3,1109.8,50.24,7.01,56.54,31.78,96.92,1.4,3.22,9.13,6.97,No,White,Yes,1,10,59232.90194,0
5509,147100.1732,550,1.224303549,3,826.02,37.92,4.97,96.83,8.08,96.82,1.39,3.78,1.48,1.2,No,Green,No,1,15,65853.61689,1
4269,242998.1077,954.69,1.838261156,1,686.22,43.88,2.77,38.87,15.23,80.39,1.96,0.15,1.22,3.29,No,Yellow,No,1,7,238567.3987,0
5423,131853.8666,550,1,2,304.95,22.78,5.22,51.86,13.7,97.18,2.17,3.95,6.25,7.71,No,Red,No,1,14,53931.26127,0
3832,101236.1876,830.58,2.426807833,1,902.26,4.65,8.12,7.52,13.22,98.9,1.77,4.32,4.25,1.35,No,Blue,Yes,1,9,898.7966815,0
4054,158471.7514,1084.17,1,2,719.87,33.1,7.25,85.57,9.76,91.63,1.9,0.68,8.61,7.31,No,Red,No,1,22,121207.2502,0
5145,191094.1163,1032.15,1.746372783,3,485.19,5.58,5.77,10.89,41.37,93.58,2.23,3.9,4.56,4.79,No,Red,No,1,16,166617.2444,0
1351,253823.7214,1330.19,1.353995462,3,1112.81,28.24,9,53.99,8.55,99.9,0.02,4.83,5.84,6.54,Yes,Blue,No,1,21,333195.2274,0
6751,181185.637,550,2.556681359,3,692.34,34.74,4.81,140.48,40.92,84.22,2.19,1.04,2.5,3.8,No,Red,No,1,14,115122.1545,0
278,207397.7233,550,1.917773456,3,290.65,27.16,6.97,108.3,0.82,92.38,1.09,1.27,8.98,5.07,No,Green,Yes,2,6,126751.1874,0
2679,201588.9212,550,1.804812959,4,118.39,40.76,6.83,39.43,19.43,95.96,1.38,4.03,1.34,4.62,Yes,Green,Yes,1,12,153018.1354,0
3510,199969.075,1501.09,2.684549923,2,103.56,63.79,7.79,57.21,9.92,92.79,1.04,3.23,1.62,3.2,No,Yellow,No,1,5,209483.7264,0
4211,156383.6703,550,1.558136429,3,438.7,0.47,7.3,30.85,29.77,99.9,1.16,3.81,6.18,4.82,No,White,No,1,19,57139.69919,1
3802,108440.3348,961.1,1,2,296.34,31.93,6.66,72.6,34.04,96.4,1.64,4.09,7.76,5.49,No,Blue,No,1,20,45286.14571,0
2645,150480.8039,663.49,2.213933244,2,455.37,16.97,5.15,66.77,27.23,98.3,0.81,4.37,2.67,7.8,Yes,Green,Yes,1,14,113184.446,0
3456,183150.1299,571.26,1,2,800.59,27.25,5.58,41.18,10.58,98.17,1.79,1.23,5.56,5.03,No,White,No,1,20,146489.6918,0
1768,212162.2289,620.84,1.762192488,3,17.86,19.36,5.13,32.53,6.75,88.01,1.27,4.53,1.88,6.76,No,Green,Yes,2,24,173863.2991,0
6893,118517.5122,1327.08,1.808288819,1,84.94,62.88,4.8,77.01,20.69,81.44,1.29,4.01,3.29,1.73,Yes,Green,Yes,1,21,38544.36169,0
758,244843.6422,876.12,1.725063976,4,1248.47,21.6,6.79,55.92,17.08,92.4,0.96,6.48,6.65,7.51,No,Yellow,Yes,1,10,199628.4913,0
4307,247749.1269,1062.03,2.554509378,4,248.15,35.38,7.43,28.6,33.31,95.82,1.59,6.07,4.79,3.3,Yes,White,Yes,2,27,287530.9258,0
2786,234979.2686,1581.77,1.714548057,3,847.84,22.96,8.86,38.8,19.05,96.94,1.6,7.32,7.42,7.51,Yes,Green,No,1,24,344310.3892,0
1142,174163.6594,767.77,1.059284265,3,1045.55,20.16,7.52,30.16,1.45,95.77,1.41,5.38,5.63,5.56,No,Red,Yes,1,14,210389.2184,0
4886,182972.2245,901.94,1.412150908,3,1023.35,10.8,9.36,33.02,26.46,96.55,1.94,4.61,8.55,5.85,No,Red,No,1,7,199328.9394,0
6813,261564.5218,1004.4,1.476278262,3,101.47,42.66,7.36,98.74,7.09,95.29,1.1,5.96,4.32,6.52,Yes,Green,No,1,5,231064.7232,0
3967,221231.2416,550,1.854716057,4,319.62,7.15,7.11,13.66,27.62,94.87,1.37,5.49,9.99,6.19,No,Blue,No,1,13,144741.6853,0
5262,260376.9672,1309.32,1,3,99.36,16.29,7.66,33.73,27.36,98.46,1.91,6.22,8.28,5.23,No,Green,No,1,12,141262.4938,0
2430,228390.5602,793.32,1,3,304.51,46.85,9.18,39.23,24.07,97.7,0.85,6.67,8.97,8.64,Yes,White,No,2,26,170273.1303,0
700,116262.2223,642.03,2.705119611,2,582.14,83.69,4.4,126.93,35.44,96.86,2.11,3.4,5.22,8.32,No,Yellow,No,2,40,46409.87623,0
5690,210119.1061,550,1.32173432,3,457.16,28.86,8.65,73.96,0.1,91.52,1.46,5.06,5.98,6.7,Yes,Green,No,1,23,107490.4625,0
2892,122427.5754,617.7,2.589370728,1,207.87,43.92,4.25,67.16,22,89.72,2.22,4.35,8.53,8.67,No,Yellow,No,1,12,31268.77384,0
4472,134910.6406,682.2,1,3,916.07,7.85,6.3,29.74,15.17,86.76,0.92,1.73,2.94,3.79,No,White,Yes,1,12,90912.15383,1
2848,123495.4622,598.21,1,4,433.83,49.93,7.05,10.66,8.89,93.02,1.62,6.71,3.04,6.56,No,Red,Yes,1,14,67913.49848,0
4981,146672.15,550,2.017263836,3,685.3,56.18,4.71,42.2,5.59,91.39,1.42,4.96,2.41,6.07,No,Blue,Yes,1,21,130354.3742,1
6648,148936.4237,550,3.44403685,2,879.06,31.85,7.99,42.28,5.9,90,1.81,3.71,9.22,4.77,No,Red,No,1,30,90074.10311,0
2235,128597.2572,848.39,1,3,42.21,58.47,7.43,80.19,43.58,95.5,0.98,1.58,4.49,4.75,Yes,Yellow,Yes,1,13,70526.99416,0
5951,257960.063,1645.35,2.511600878,2,560.93,7.52,9.15,27.54,5.29,92.67,0.93,5.76,7.55,8.85,No,Yellow,No,1,19,346422.3733,0
938,266132.3364,1161.71,4.002728863,3,774.41,0.81,10,74,19.17,91.74,0.81,8,6.79,2.9,No,Blue,Yes,1,20,334317.621,0
4765,230289.9546,1539.74,1.284889485,4,595.27,20.27,5.46,64.99,32.9,96.25,1.5,3.84,1.69,8.02,Yes,Green,No,1,9,339288.323,0
3569,178729.4383,645.62,1.173372218,3,451.04,21.4,6.66,42.16,52.21,98.46,2.35,4.89,5.54,6.47,No,White,No,1,17,113315.9328,0
6338,207562.4052,832.15,2.66667281,2,582.44,34.82,5.04,50.42,6.5,91.72,1.38,3.88,5.92,5.09,No,Green,No,1,14,144102.8131,0
4999,104559.5556,550,1,2,631.84,71.08,5.92,119.62,44.1,96.17,1.52,2.39,1.75,9.54,No,White,Yes,1,9,31516.23512,1
1121,181631.6169,550,2.521945674,3,322.83,25.89,7.57,80.67,18.43,94.06,1.35,4.73,5.54,6.32,No,Green,Yes,1,11,111692.261,0
45,197044.3929,550,2.514087024,3,322.77,29.04,6.68,30.58,29.27,97.48,2.61,7.36,4.97,7.22,No,Yellow,No,1,25,165592.7666,0
